repo,developer,date,message_length,commit_id,commit_hour,day_of_week,is_weekend,risk_label
numpy,Joren Hammudoglu,2025-12-18 13:32:26+00:00,50,a63efa60f04003da994caec9f4b1fe1071c105f1,13,3,0,0
numpy,Lucas Colley,2025-12-18 12:34:44+00:00,35,1993653ca6162b8b7bca2b13cf84a8c2bfce3e49,12,3,0,0
numpy,janosh,2025-12-18 05:17:19+00:00,559,627f537b35cd7a5cae6b9cb64db15e12a038eec6,5,3,0,0
numpy,Joren Hammudoglu,2025-12-17 23:48:08+00:00,251,abdb7bf5e7c61cc715f6b85bebb44a41f6078078,23,2,0,0
numpy,Joren Hammudoglu,2025-12-17 23:45:57+00:00,38,162cf00b89f1ba6716e3b6ebe5ffaa04e02ec99c,23,2,0,0
numpy,Joren Hammudoglu,2025-12-17 21:56:22+00:00,49,843a82ff8ba80ca08c4db921c2552b452f25f0e3,21,2,0,0
numpy,Joren Hammudoglu,2025-12-17 21:17:32+00:00,58,d113a222db22c8e4e4865f5aeded55234d0a0b5a,21,2,0,0
numpy,Lucas Colley,2025-12-17 18:44:16+00:00,122,e8e909f249484a5233362d4087dda52028febadc,18,2,0,0
numpy,Joren Hammudoglu,2025-12-17 17:57:40+00:00,59,62a49250514d8f3922f5934aebe3a37dc6b619b2,17,2,0,0
numpy,dependabot[bot],2025-12-17 17:55:12+00:00,765,14670df928db43105d7b2ef5e8ce35ee8e3c5dc3,17,2,0,0
numpy,Joren Hammudoglu,2025-12-17 15:12:05+00:00,42,e2421814a45bad4db6a1b6df2c3806eae02a1fd8,15,2,0,0
numpy,Joren Hammudoglu,2025-12-17 15:10:04+00:00,71,797563009bbcefeacaa0e1afbeb82ed55b175b31,15,2,0,0
numpy,Joren Hammudoglu,2025-12-16 20:27:44+00:00,264,f0abef4e11092355bb1f389983016f5326f15f21,20,1,0,0
numpy,dependabot[bot],2025-12-16 19:35:46+00:00,706,a561ff88efc23d0fa28a49f10384729fed2efb05,19,1,0,0
numpy,Joren Hammudoglu,2025-12-16 18:55:15+00:00,67,e934bb97b7c6f07c61fde2e11631c63700014bda,18,1,0,0
numpy,Justin Kunimune,2025-12-16 16:50:33+00:00,400,15f239479148e6c9e274afda01f9f3d49f9bd2e3,16,1,0,0
numpy,Joren Hammudoglu,2025-12-16 15:21:28+00:00,47,f159cb3c2dc0c4713a46d7009b569451e30e279a,15,1,0,0
numpy,Joren Hammudoglu,2025-12-16 15:19:17+00:00,88,0c0d0970227c0e1c26b8279599b6958313688e1b,15,1,0,0
numpy,Joren Hammudoglu,2025-12-16 15:18:02+00:00,67,e2649ab111ffa634f2314ed37809e7361db5c1fb,15,1,0,0
numpy,dependabot[bot],2025-12-15 19:33:17+00:00,670,3a84feb5731514fd8343543f24b171f581b3a5c6,19,0,0,0
numpy,Charles Harris,2025-12-15 19:28:30+00:00,108,924b7d367a073a9c110bb65e3092016a9a09d9ad,19,0,0,0
numpy,Joren Hammudoglu,2025-12-15 18:29:43+00:00,92,db0f554caa91039ab71fd4efed4bfae625452a1c,18,0,0,0
numpy,Charles Harris,2025-12-15 18:12:14+00:00,97,908219cd6dd75c0650e97657a54f61a17428be8c,18,0,0,0
numpy,dependabot[bot],2025-12-15 17:21:21+00:00,607,072a8ee00f87a216517accfc480d73168561c79d,17,0,0,0
numpy,Kumar Aditya,2025-12-14 19:32:24+00:00,42,ffd9fd28574028ab1fa323c596f9ed7eddf12da2,19,6,1,0
numpy,Charles Harris,2025-12-14 19:29:57+00:00,139,58783185381ff3593c75ac07a17f73749341faaa,19,6,1,0
numpy,Charles Harris,2025-12-14 19:28:05+00:00,131,8b9991e733b49b1426eb487cd11d23747875a453,19,6,1,0
numpy,Joren Hammudoglu,2025-12-14 13:35:17+00:00,83,b70fc2ef39e007ea6a5393a3dc12c2e1a46b189c,13,6,1,0
numpy,jorenham,2025-12-14 13:29:00+00:00,58,29ad5a11a798150d03d801ccf9e6e75e499c246f,13,6,1,0
numpy,jorenham,2025-12-13 23:36:09+00:00,43,f8082890fb032b0a77d8dbc3f0a90f7956785210,23,5,1,0
numpy,jorenham,2025-12-13 23:31:16+00:00,61,510fea4b61d9ee369f4f33bf5dfe750ca8bd418a,23,5,1,0
numpy,jorenham,2025-12-13 22:31:38+00:00,55,81571e7a88d35f0ac4cc179258ecfa5675223ed6,22,5,1,0
numpy,jorenham,2025-12-13 22:29:35+00:00,57,d1bd5371258a5391295e901b0adbf5b8c5669c58,22,5,1,0
numpy,jorenham,2025-12-13 22:26:55+00:00,40,0fe53eacf0aa1b5c931661d68b8668e34874cd98,22,5,1,0
numpy,Joren Hammudoglu,2025-12-12 18:06:46+00:00,82,aa843d5af41179e66129ae7d30579c7556657ab8,18,4,0,0
numpy,Joren Hammudoglu,2025-12-12 17:38:50+00:00,90,241178a78bb8523448cd4685d63b1121dc97a9ba,17,4,0,0
numpy,dependabot[bot],2025-12-12 17:05:52+00:00,617,d601b6cbf93ff8f6316a8f2c30ed35059f8a2808,17,4,0,0
numpy,dependabot[bot],2025-12-12 17:05:47+00:00,672,54840fb112db7b4cfa0b8dddf180407a01b8da2c,17,4,0,0
numpy,Kaiyuan Yang,2025-12-11 19:27:27+00:00,203,753dd1f2709c1b6bf3c0c0b084031da16fd1c920,19,3,0,0
numpy,M Bussonnier,2025-12-11 16:42:18+00:00,1113,067f8b0d397d1cb1f4146b41771d4d3ea26236cd,16,3,0,0
numpy,Matti Picus,2025-12-11 15:09:44+00:00,148,bd7e23aafe5747ff36ea3b3e286e2282f5f09e14,15,3,0,0
numpy,Ian Hunt-Isaak,2025-12-11 10:50:02+00:00,576,2df152d2a2410eac37542ed5f4f414e3aa99c1a4,10,3,0,0
numpy,Charles Harris,2025-12-10 19:37:39+00:00,136,1ec4bd0f6031ae86a372394ea06e6e23ce90d3c1,19,2,0,0
numpy,Ralf Gommers,2025-12-10 07:59:17+00:00,250,5ab88be054a9a522ade872c82938e9e8d6206190,7,2,0,0
numpy,Kumar Aditya,2025-12-10 14:33:38+00:00,63,5b62b47946c342f777c55ef445e00e76693a01f3,14,2,0,0
numpy,Maanas Arora,2025-12-10 08:34:23+00:00,208,a64d310e17f67df3f7ef0383362c944eb8003e17,8,2,0,0
numpy,Charles Harris,2025-12-09 22:16:59+00:00,100,0faa919771999d0ba1e54fd19051a3a27f939e98,22,1,0,0
numpy,jorenham,2025-12-09 18:53:23+00:00,25,6715fe9c65be186df907a347ff25db20dcc3fb1c,18,1,0,0
numpy,jorenham,2025-12-09 18:08:11+00:00,79,884494b757ed91153cad58ca7440e344f388cc64,18,1,0,0
numpy,jorenham,2025-12-09 17:46:53+00:00,66,eb2b304fe8a355d8f4d980667af0aec73bb6c958,17,1,0,0
numpy,jorenham,2025-12-09 17:23:23+00:00,58,f1805ba20cc805c6da8436003f691b699f9dff5c,17,1,0,0
numpy,jorenham,2025-12-09 16:55:18+00:00,49,86c7f6e86467169a578db8676f45ceaa7110aaea,16,1,0,0
numpy,jorenham,2025-12-09 16:50:48+00:00,42,3f2b499c64703d7a1c14558db514035427d69f7b,16,1,0,0
numpy,jorenham,2025-12-09 16:25:38+00:00,41,6a0f1e016f92d6b3ae23a09b0893c8f460f81c1f,16,1,0,0
numpy,jorenham,2025-12-09 15:56:13+00:00,42,2ce9c89507d54b1994f7be80f8277bfe29ee91b2,15,1,0,0
numpy,jorenham,2025-12-09 15:34:00+00:00,43,5b2ec65bac624cefb8fbcd0be147f051d25ea0e7,15,1,0,0
numpy,jorenham,2025-12-09 15:06:52+00:00,38,4d249878bdb51a38c1fc6c28751644be9ad3ff27,15,1,0,0
numpy,jorenham,2025-12-09 14:33:50+00:00,55,3a3dc5e5d12da326d518ae080bd977a8874108de,14,1,0,0
numpy,Warren Weckesser,2025-12-09 09:20:42+00:00,78,a48fb8562cce7e564f50f84f3717621b08edf490,9,1,0,0
numpy,Joren Hammudoglu,2025-12-09 01:08:34+00:00,345,b70fc7747edacb5644d32f8d1d22259d24a3167b,1,1,0,0
numpy,Sayed Awad,2025-12-08 20:44:20+00:00,89,7bd9dbc31c51b5e710428a24a73245edc32ccf68,20,0,0,0
numpy,Joren Hammudoglu,2025-12-08 20:42:42+00:00,283,cee14ff2a69c02fabc73e0809ce95cb03dc92567,20,0,0,0
numpy,Sayed Awad,2025-12-08 18:39:42+00:00,909,e113b65964643a2393edfb987b003e9b174d7a79,18,0,0,0
numpy,dependabot[bot],2025-12-08 18:21:25+00:00,144,16d30474e5e6fce5b8c3b98aa5e55c4631b96368,18,0,0,0
numpy,Joren Hammudoglu,2025-12-08 17:31:23+00:00,63,13f849dc9a49104c7fc8c6cd521323f3990b3b95,17,0,0,0
numpy,Arthur Lacote,2025-12-08 08:55:27+00:00,186,7eec5e2977871dfbfd363a828d5f11131b46d953,8,0,0,0
numpy,Warren Weckesser,2025-12-08 08:46:14+00:00,569,bab2cb21ee08c0fd3ac8ab79b24629885b88bfe5,8,0,0,0
numpy,star1327p,2025-12-07 23:40:30+00:00,39,2fd0b59716e55038977a522cb6c50126afa80737,23,6,1,0
numpy,Karan Singh,2025-12-07 20:20:06+00:00,183,60bf05c38a1059cef0d897a83c626bad702ae1ba,20,6,1,0
numpy,Charles Harris,2025-12-06 17:44:10+00:00,100,1109eea4741538a3016c2a7464cbd26570add6e4,17,5,1,0
numpy,Warren Weckesser,2025-12-06 13:56:29+00:00,44,f1904d5fd4629dcbf60b3d5c314e3d1b3c4bcb46,13,5,1,0
numpy,Warren Weckesser,2025-12-06 02:28:50+00:00,71,d8c4393e512a69a557dba22a79fa8733a7bb57dd,2,5,1,0
numpy,Warren Weckesser,2025-11-11 05:45:51+00:00,90,f6d4862ffc9ff8f1992199e52b3ee1e427f43b75,5,1,0,0
numpy,jorenham,2025-12-05 10:08:52+00:00,28,688cd5c17690faddbb39252e137d46e37c5ab30e,10,4,0,0
numpy,jorenham,2025-12-04 14:28:35+00:00,39,b688a081dbcc35fe759dd49e609264425f2763fd,14,3,0,0
numpy,jorenham,2025-12-02 17:51:42+00:00,29,dcf055eb7c6cdbb5a93f4a4ec6071c22ffc3eb29,17,1,0,0
numpy,jorenham,2025-12-02 17:39:08+00:00,29,94845770d2db2296b4bc7c674f184a0fe1e25582,17,1,0,0
numpy,jorenham,2025-12-02 16:28:20+00:00,45,288bc507f14166eac3a47ba157c3f5a5d84c6c30,16,1,0,0
numpy,jorenham,2025-11-28 16:22:13+00:00,44,18b128a149501397e771ea180212bd44bd060252,16,4,0,0
numpy,jorenham,2025-11-28 03:45:37+00:00,35,915c058a7bd211c5de04e43a61109983f600b9a5,3,4,0,0
numpy,jorenham,2025-11-28 03:28:02+00:00,17,75570dd993271ee90e2e8c4ee5b230a70aa369fb,3,4,0,0
numpy,jorenham,2025-11-28 03:11:14+00:00,54,582922b56e99b64fd62424159e3da1bbfc8dd82a,3,4,0,0
numpy,jorenham,2025-11-28 03:06:20+00:00,54,4fa8035e37bcc8e6c92ee69c0a97721cebec7411,3,4,0,0
numpy,jorenham,2025-11-27 22:00:27+00:00,31,eade98761b21776b191643994dea21411598f486,22,3,0,0
numpy,partev,2025-12-05 19:26:52+00:00,66,6a7996c2025b8a191f9f5777a96443d955fab6fb,19,4,0,0
numpy,dependabot[bot],2025-12-05 18:53:34+00:00,765,46600888986c7278189b987c974e73c2ce441c22,18,4,0,0
numpy,Joren Hammudoglu,2025-12-05 13:32:11+00:00,189,b9e3ed2e41f99ce146b16d8d1041842c38685430,13,4,0,0
numpy,Joren Hammudoglu,2025-12-05 00:17:54+00:00,123,8f9a6b2ebe6038bb866ca4a0c0cf4f31729cb50f,0,4,0,0
numpy,Charles Harris,2025-12-05 00:10:14+00:00,112,dfc09462058bd266c5c06adc8284e1d761800536,0,4,0,0
numpy,Nathan Goldbaum,2025-12-04 21:43:24+00:00,150,eeaf04662e07cc8e2041f3e25bbd3698949a0c02,21,3,0,0
numpy,Joren Hammudoglu,2025-12-04 13:48:30+00:00,355,1bd4db906b1d05d5f5920330f8a47f3b0eb736d8,13,3,0,0
numpy,jorenham,2025-12-03 21:20:00+00:00,44,c1ab2e375c3e6ddbde7fcf61f18ca6a8bc3cf437,21,2,0,0
numpy,Matti Picus,2025-12-04 09:12:58+00:00,88,c5a75fdd441491d79375d7cd62afd8633723055c,9,3,0,0
numpy,jorenham,2025-12-04 08:17:25+00:00,34,c6fce1a5d2cfa2e7072696d441469daf46f36203,8,3,0,0
numpy,Charles Harris,2025-12-04 08:11:04+00:00,61,e0e4a764f7a329a821f222e8934dc11ec794387e,8,3,0,0
numpy,Kader Miyanyedi,2025-12-03 21:35:19+00:00,45,4a6bb2d843ba271f09a4115fd2c2c9dc82c78820,21,2,0,0
numpy,Matti Picus,2025-12-03 09:18:26+00:00,87,2640bec58c9072553e7381c999ce18a679da9ffe,9,2,0,0
numpy,Matti Picus,2025-12-03 08:09:34+00:00,115,24dcae96018a32e241cd76f02fb919d1c7c60f17,8,2,0,0
numpy,Nathan Goldbaum,2025-12-03 01:38:12+00:00,115,638b4fb4c7678ea2e9dbec7d8d4cf05cc46dfa7b,1,2,0,0
numpy,Nathan Goldbaum,2025-12-02 23:47:20+00:00,32,258a202c126a9d2a5e34fc5770618b148d93feae,23,1,0,0
numpy,Nathan Goldbaum,2025-12-02 23:07:11+00:00,43,6c14af1a934723d6a8c624f1cbd7481d8928e51b,23,1,0,0
numpy,Nathan Goldbaum,2025-12-02 22:48:42+00:00,43,95e36ee856d93a39ab76e675aa5b8a3c78be6447,22,1,0,0
numpy,jorenham,2025-12-02 22:24:11+00:00,34,db92fe804e4b567200de7141bb171604f6883d57,22,1,0,0
numpy,Charles Harris,2025-12-02 18:32:25+00:00,135,09aa74efbe1ae421079e860c6e775f34814b1bf0,18,1,0,0
numpy,dependabot[bot],2025-12-02 17:39:03+00:00,639,e88edc879bc020e2d99e4a2cce7dadc0a3047a16,17,1,0,0
numpy,Charles Harris,2025-12-02 17:36:40+00:00,81,9b60cc01d6182605e243bc8e6bbecf0684833ab0,17,1,0,0
numpy,jorenham,2025-12-01 07:30:35+00:00,49,f7a42fb820da4b5c51a3c4d5394cea305a5cfa68,7,0,0,0
numpy,jorenham,2025-12-01 07:24:59+00:00,35,2582fb09ba0ec0f92efb0b138a48bb9a8643bba8,7,0,0,0
numpy,jorenham,2025-12-01 06:56:43+00:00,29,54ab2c25b244f87803b7dbe065056e2b04597bfa,6,0,0,0
numpy,Charles Harris,2025-12-02 15:42:39+00:00,89,489c0eae45f42587483eb5ee6db9e40c9b960297,15,1,0,0
numpy,Ralf Gommers,2025-12-02 11:42:39+00:00,17,69e28adc9a2b379fc7c5d025f797e0803b63bdff,11,1,0,0
numpy,Matti Picus,2025-12-02 10:49:22+00:00,76,0248909815caa83878128a7305b78dccb4f4a84e,10,1,0,0
numpy,mattip,2025-12-01 17:26:24+00:00,71,47b8b3ca327ab1c797052ee1c27ee555a1870082,17,0,0,0
numpy,mattip,2025-12-01 12:20:32+00:00,76,e4eced3246450cbff86ac745f1a456563fe6373f,12,0,0,0
numpy,mattip,2025-12-01 12:18:49+00:00,35,9ae90b664a2e95dbf6bc0f2d3b2cde256783379e,12,0,0,0
numpy,mattip,2025-12-01 11:01:42+00:00,22,d0a14ac3c601b5d54efa5aa56a5008620ecebee0,11,0,0,0
numpy,Charles Harris,2025-12-01 22:09:40+00:00,149,fb0578d3973e926eee2e68ce9fd9996459b8534b,22,0,0,0
numpy,dependabot[bot],2025-12-01 19:33:26+00:00,765,6b8ad75b19be63b9619fbf5c2290cfb970051222,19,0,0,0
numpy,dependabot[bot],2025-12-01 19:32:55+00:00,723,0c6c15b468ca9201b1e74b6a2e84e71139cba181,19,0,0,0
numpy,Joren Hammudoglu,2025-12-01 08:50:21+00:00,77,50997e3c3b1f9331d3b03e3867c4896422278e52,8,0,0,0
numpy,Karan Singh,2025-12-01 00:06:28+00:00,66,7ed9d07c75dcc0f29855b51a844a7ff3a0aa81e8,0,0,0,0
numpy,Nathaniel Starkman,2025-11-30 21:43:35+00:00,111,d6fd351cc8544243cc164cdad265f2df0580fcc6,21,6,1,0
numpy,Charles Harris,2025-11-30 16:32:25+00:00,255,2de293aed2d8307db261faf4f5071f79376ccc85,16,6,1,0
numpy,Tontonio3,2025-11-30 15:57:08+00:00,844,afd1ccee30edda4526bbe9c323cc9280b5922fc0,15,6,1,0
numpy,Joren Hammudoglu,2025-11-29 00:36:49+00:00,49,250285f3cefd950e3a41e049a8733a3f6a9b920c,0,5,1,0
numpy,Joren Hammudoglu,2025-11-29 00:34:19+00:00,75,d0a303ea4d60bdb2edd028d86757867085f83250,0,5,1,0
numpy,Joren Hammudoglu,2025-11-29 00:32:48+00:00,70,355a1ac4e39f431d13266c99549e72df34683419,0,5,1,0
numpy,Joren Hammudoglu,2025-11-29 00:30:17+00:00,60,82a7312eea1e72b73b6a22b8828d9d2851b7d171,0,5,1,0
numpy,Joren Hammudoglu,2025-11-29 00:18:53+00:00,131,0a5840644cfb0a1bbd4ce1dceddb8dc594e805e6,0,5,1,0
numpy,Steven Hur,2025-11-28 17:20:13+00:00,486,3a811fb9af105372da2d07d83e77ae085d51f54e,17,4,0,0
numpy,Sebastian Berg,2025-11-28 16:18:33+00:00,383,9f0519e83247b8a1b46c12fb583d4d575d992bd7,16,4,0,0
numpy,Faizan-Ul Huda,2025-11-28 16:12:46+00:00,83,51f39f3110713b0ae93d4799f3108cb7d11bf155,16,4,0,0
numpy,Warren Weckesser,2025-11-28 15:13:38+00:00,336,91f0451b2353b18cf981e2dd842ef673318dd8c6,15,4,0,0
numpy,Sebastian Berg,2025-11-27 16:26:16+00:00,1045,e16fc01051e598807ad87c9df4683b7e9f42364e,16,3,0,0
numpy,Christine P. Chai,2025-11-27 03:26:52+00:00,88,b8f76dd6b0adae1506db4e07e675413e74de1b7f,3,3,0,0
numpy,Maanas Arora,2025-11-26 18:06:27+00:00,647,2b6c35db8712217158185fc58bf7d83892b1d967,18,2,0,0
numpy,Nathan Goldbaum,2025-11-26 17:42:38+00:00,61,5306844284b1a4d365510b7fb04175dbd66e00ce,17,2,0,0
numpy,Rupesh,2025-11-26 16:26:42+00:00,217,4e6251ab4df4ca8bf6599a7fce02cbadb9945342,16,2,0,0
numpy,Joren Hammudoglu,2025-11-25 22:12:20+00:00,386,2c2a0d3e905a2b97543988a2d90794cfa49ad583,22,1,0,0
numpy,Joren Hammudoglu,2025-11-25 19:28:59+00:00,57,1930db7b29d6a696fe72e2a6c0eb302607717340,19,1,0,0
numpy,dependabot[bot],2025-11-25 19:00:46+00:00,682,304f5f15d899dd26f3f47d6348e5a9c9fb6db31a,19,1,0,0
numpy,Aniket Singh Yadav,2025-11-25 10:56:00+00:00,68,0eb63fdf267528068e17cc48dd574bd3ba020fed,10,1,0,0
numpy,Aniket Singh Yadav,2025-11-25 10:30:53+00:00,68,d09e04af7ea8febefd43f7d13f20646fed1a07dd,10,1,0,0
numpy,Aniket Singh Yadav,2025-11-25 10:01:34+00:00,64,86e125a4f55025b31f98679e02d7e785af3f40fd,10,1,0,0
numpy,Matti Picus,2025-11-25 06:19:39+00:00,144,a8ad5e306b04c5bb71d5923ad5ffb8e9388f8e23,6,1,0,0
numpy,Matti Picus,2025-11-25 06:12:42+00:00,146,977c7bab550d8aff16e7dbefbde1fcb02b203b4e,6,1,0,0
numpy,Matti Picus,2025-11-25 06:11:22+00:00,159,b037570e4006f1ed9cc92ea8c1e09e954533bf4f,6,1,0,0
numpy,jorenham,2025-11-25 01:53:13+00:00,74,e4235ad415636c0ed986d57e0055f15fe7b942dc,1,1,0,0
numpy,jorenham,2025-11-25 01:43:48+00:00,80,3747387359b127814ca43cede453478d195d9625,1,1,0,0
numpy,jorenham,2025-11-25 01:16:05+00:00,64,ee10fbb6138caf3b724e65f570c64807c2120e4b,1,1,0,0
numpy,Joren Hammudoglu,2025-11-24 23:44:34+00:00,71,863d93a5195344005a5b9a9bdf8f609c3fcf7eb6,23,0,0,0
numpy,Joren Hammudoglu,2025-11-24 23:41:13+00:00,69,786f92cc7297d55f6d5d365c734f747d98d6897c,23,0,0,0
numpy,Joren Hammudoglu,2025-11-24 23:39:38+00:00,86,4329d425d9caa88d9eb00f2c0e07abf30041d871,23,0,0,0
numpy,Joren Hammudoglu,2025-11-24 19:39:18+00:00,90,4a24fc4eb8681e69f2910f0bfc1e929be0453ad0,19,0,0,0
numpy,Joren Hammudoglu,2025-11-24 19:37:59+00:00,176,c293cee5dd52a087824dc61aa02c97c70d4f7d2c,19,0,0,0
numpy,Joren Hammudoglu,2025-11-24 18:52:46+00:00,90,da394ef0b3024418e30476293141653951261dc3,18,0,0,0
numpy,dependabot[bot],2025-11-24 18:07:05+00:00,672,41163fd996084ad9fde73db50865101698944e4b,18,0,0,0
numpy,Joren Hammudoglu,2025-11-24 16:37:35+00:00,189,cd352ddc8a00a869df136d8def51c3cb630b5d09,16,0,0,0
numpy,Joren Hammudoglu,2025-11-24 16:34:16+00:00,150,3169a79ea90ccd40989dbbbcdeced337620da7b3,16,0,0,0
numpy,Joren Hammudoglu,2025-11-24 16:31:35+00:00,344,debb9a3f4bfb7ce8db68b687d71e5287c4cee069,16,0,0,0
numpy,Nathan Goldbaum,2025-11-22 07:40:01+00:00,54,aa6eb42e5f8b79f62d057f981770a29421233c06,7,5,1,0
numpy,Nathan Goldbaum,2025-11-22 07:33:27+00:00,253,0957720b27c9f5f6c9f1d43f1fa0d7dd43bd19db,7,5,1,0
numpy,Paresh Joshi,2025-11-21 18:35:24+00:00,483,dd80e20bc4b7f78ba92177c87d11c236bb7d194d,18,4,0,0
numpy,dependabot[bot],2025-11-21 17:56:27+00:00,670,396db9b09e43425c6de64db415c668a848c7dea1,17,4,0,0
numpy,Sebastian Berg,2025-11-20 20:35:03+00:00,758,1aa31099403cbf5ba17dab857666986d57749834,20,3,0,0
numpy,Joren Hammudoglu,2025-11-20 18:14:14+00:00,85,b8f4461c789ac8b6b49b9bed85d1e25702ffdfe6,18,3,0,0
numpy,dependabot[bot],2025-11-20 17:06:19+00:00,639,229c0170a935fe37964380dbe9b6d82d0708593d,17,3,0,0
numpy,Nathan Goldbaum,2025-11-20 10:44:51+00:00,213,598dbf69a66efafa310b6edc3abe634fba970c1f,10,3,0,0
numpy,Kumar Aditya,2025-11-19 17:27:44+00:00,65,a684abe04c930457410db79564ae5dc58e7bb0d4,17,2,0,0
numpy,Kumar Aditya,2025-11-19 12:10:59+00:00,168,0ecf7805870507d6c0bbfa97f529eb82741284d0,12,2,0,0
numpy,Joren Hammudoglu,2025-11-19 02:08:43+00:00,892,8eb840a074ced9678f7c5bc1257842131892fcb1,2,2,0,0
numpy,Matti Picus,2025-11-19 00:00:42+00:00,67,a79233cfa506d96477afed0d900d3f7995cbac71,0,2,0,0
numpy,Matti Picus,2025-11-18 20:37:06+00:00,125,a251f2a515123efecfbebf6fe238382e1a26cd84,20,1,0,0
numpy,jorenham,2025-11-18 19:30:05+00:00,57,676d6c1d927484847f065736d83c4163b287e5e1,19,1,0,0
numpy,Joren Hammudoglu,2025-11-18 18:59:41+00:00,90,eab17dc13f3313b6598e214e340f4e28d14accad,18,1,0,0
numpy,Kumar Aditya,2025-11-18 18:44:07+00:00,112,68da3c3ef579e20c3d4e745abbe94e46f36c7a80,18,1,0,0
numpy,dependabot[bot],2025-11-18 18:27:10+00:00,732,4f97a4e64e6389f5b1be66954b98d5f2078afacc,18,1,0,0
numpy,Joren Hammudoglu,2025-11-18 17:51:12+00:00,59,dd69ebad5c3816535af0660df7568d0936b4200b,17,1,0,0
numpy,Joren Hammudoglu,2025-11-18 17:48:58+00:00,55,6faf12368c02e465d0980db9ff5b344944e752e9,17,1,0,0
numpy,dependabot[bot],2025-11-18 17:06:33+00:00,672,0c7ddfc343ee0b7937e893227d2090ee4dce090e,17,1,0,0
numpy,Kumar Aditya,2025-11-18 16:15:28+00:00,82,31ea0a31800645c6e0fcf2e5e54b714d1ff99ddd,16,1,0,0
numpy,Matti Picus,2025-11-18 14:35:17+00:00,129,ac9a28cb4edc12c38c007d79890437480cf6aaaf,14,1,0,0
numpy,Ralf Gommers,2025-11-06 17:28:25+00:00,57,e4a68f45ad0be0ad34e03fb960559aa3f98ddb64,17,3,0,0
numpy,Simola Nayak,2025-11-18 09:28:12+00:00,124,195c4b2b8991356c4b9d5afe15d897c29c1ad058,9,1,0,0
numpy,Ralf Gommers,2025-11-18 09:08:17+00:00,193,8a05badad6b4dc602d0d826c37255ca20fef3494,9,1,0,0
numpy,Joren Hammudoglu,2025-11-18 07:54:16+00:00,45,9d23be20cb52d0afb184747be7a28c0eb8e43813,7,1,0,0
numpy,mattip,2025-11-18 07:05:17+00:00,90,a91953965abeb918fe925d82d49bdf50e0ef5dc2,7,1,0,0
numpy,Matti Picus,2025-11-18 06:49:33+00:00,99,7440ac96276f552de051eeebd92a7549dcce33f1,6,1,0,0
numpy,Amelia Thurdekoos,2025-11-18 00:11:56+00:00,37,ab06e8c3c96b280fd9747667342cd79fffb03d8e,0,1,0,0
numpy,Joren Hammudoglu,2025-11-17 20:28:04+00:00,77,f1b6878d9a48d2c1bb208a0be0b00b63ae977f53,20,0,0,0
numpy,Joren Hammudoglu,2025-11-17 20:25:27+00:00,226,6521abc70eca5a6543f864575a6ffed2c8a8dda0,20,0,0,0
numpy,Joren Hammudoglu,2025-11-17 20:19:41+00:00,158,25c22b43eda3c0808efcd897131c95fa53d410b2,20,0,0,0
numpy,Joren Hammudoglu,2025-11-17 20:14:41+00:00,50,a50c9d1d3440a412729c2479159a19d2b214792e,20,0,0,0
numpy,Sebastian Berg,2025-11-17 17:06:42+00:00,109,a4805c7dd43a8bae4dfff79938b4ddfe130be422,17,0,0,0
numpy,Sebastian Berg,2025-11-17 09:59:47+00:00,329,e684ebbee9aa01649c5d913ad3527fa1f7200135,9,0,0,0
numpy,Andrew Nelson,2025-11-17 10:04:36+00:00,36,02c8c3d4e8cf1987d8121e80828fda420b97ad1d,10,0,0,0
numpy,Matti Picus,2025-11-17 07:51:00+00:00,127,263d295c0462facd318e2135e0939e0521604654,7,0,0,0
numpy,Matti Picus,2025-11-17 06:27:44+00:00,102,0432a855aa750b13de43625e02b87d0580290bb7,6,0,0,0
numpy,Johnnie Gray,2025-11-17 05:28:38+00:00,23,0a0bcdb4b3fc2bccd9724bc1f8431e20870e385c,5,0,0,0
numpy,Johnnie Gray,2025-11-17 03:07:59+00:00,19,72bce0bc18d6bb1796de5328ff1935d1e871ad60,3,0,0,0
numpy,Johnnie Gray,2025-11-17 02:54:24+00:00,45,59ae764e3391226952a0d6d6bd4eef7da751316f,2,0,0,0
numpy,Christine P. Chai,2025-11-17 02:48:58+00:00,117,b0aaffba0571c28427ad988a3df90404b3ce71bb,2,0,0,0
numpy,Johnnie Gray,2025-11-17 02:39:51+00:00,11,697def6914200d61a5b64f1d7310488fcf082d78,2,0,0,1
numpy,Charles Harris,2025-11-16 23:57:21+00:00,184,54b69fb71a8d4bbad53f9d55fcd49f779cb3fbf3,23,6,1,0
numpy,Christine P. Chai,2025-11-16 22:43:13+00:00,74,952843f526556f59707a2f690963d79d45c276be,22,6,1,0
numpy,Christine P. Chai,2025-11-16 22:41:21+00:00,63,13ce032f519ef88be58a9523d5a84112765603cb,22,6,1,0
numpy,Andrew Nelson,2025-11-16 13:17:33+00:00,62,e468d88310a65c16ba9181b06462f78400e80257,13,6,1,0
numpy,Joren Hammudoglu,2025-11-16 12:51:45+00:00,67,176a0632242da3569fbbcc92afdbf1b25ca46607,12,6,1,0
numpy,Ralf Gommers,2025-11-16 11:33:25+00:00,599,42d1a0d6832e6cf52420da71cee133584d0bc049,11,6,1,0
numpy,Matti Picus,2025-11-16 07:42:44+00:00,128,804e2cd15060679bd425cc0a0e2b6de5c077c7e4,7,6,1,0
